book_id,title,author_id,first_publish_year
OL21730857W,Delicious home bakes,OL3800448A,1995.0
OL2173897W,Sylvia's cakes & breads,OL274919A,1998.0
OL21905534W,You Wanna Piece of Me?,OL8369242A,2020.0
OL21880658W,Our Favorite Cake Mix Recipes,OL3003136A,2020.0
OL21847301W,Nia Bakes Cookies,OL7720728A,2017.0
OL21847301W,Nia Bakes Cookies,OL8144988A,2017.0
OL21804493W,Better Homes and Gardens Baking Step by Step,OL8177805A,2015.0
OL21844704W,Baking Emily Dickinson's Black Cake,OL8346246A,1800.0
OL21844704W,Baking Emily Dickinson's Black Cake,OL8346247A,1800.0
OL21844704W,Baking Emily Dickinson's Black Cake,OL8346248A,1800.0
OL21656835W,Irish Countrywomen's Association Book of Bread and Baking,OL8250120A,2019.0
OL21656835W,Irish Countrywomen's Association Book of Bread and Baking,OL8284085A,2019.0
OL21791401W,Better Homes and Gardens Baking,OL8177805A,2013.0
OL21792051W,Gluten-Free Holiday Baking,OL397618A,2013.0
OL21821719W,Fix-It and Forget-It Baking with Your Slow Cooker,OL2952003A,2016.0
OL21851400W,Flour and Stone,OL8348076A,2018.0
OL21736528W,Toaster Oven Cookbook,OL3039830A,2006.0
OL21736528W,Toaster Oven Cookbook,OL3039831A,2006.0
OL22688432W,Die Kunst der Zuckerbäcker,OL6340971A,1981.0
OL22688432W,Die Kunst der Zuckerbäcker,OL1573526A,1981.0
OL22646141W,Save the cupcake!,OL19862A,2012.0
OL22423851W,Taste of home best loved pies,OL8446191A,2010.0
OL2255732W,Vse iz muki,OL293163A,1996.0
OL22465974W,"The Wine and Food Society's guide to bakery, cakes and simple confectionery",OL2102345A,1968.0
OL22644675W,Chocolat,OL3513748A,2013.0
OL22644700W,Pinkalicious cupcake cookbook,OL1427140A,2013.0
OL22542216W,Sweet Life,OL7603169A,2018.0
OL22601979W,Farm journal's complete home baking book,OL1654980A,1979.0
OL22601979W,Farm journal's complete home baking book,OL5494242A,1979.0
OL22537689W,Complete Guide to Baking,OL8175342A,2017.0
OL22634104W,Deliciously healthy baking,OL1436335A,2012.0
OL22529062W,Bake off cook book from Pillsbury,OL5013405A,1971.0
OL22743474W,Sekrety vypechki,OL8665740A,2008.0
OL22881060W,Weihnachtliches Backen,OL4067665A,1984.0
OL2294287W,Living Gospels of Jesus Christ (#06961),OL302029A,1985.0
OL22962845W,"Nabisco, 3 books in 1",OL6822137A,2011.0
OL22907507W,Daniel's Sweet trip to the bakery,OL6710837A,2015.0
OL23059553W,The Great Fairy Baking Competition,OL978553A,2013.0
OL21256064W,Let's Bake a Cake,OL7778873A,2013.0
OL21277352W,Baker in Me,OL2757355A,2016.0
OL21503056W,Bake Your Own Cakes and Cookies,OL2976825A,2013.0
OL21621044W,Liam Charles Cheeky Treats,OL8124524A,2018.0
OL21580207W,200 Cakes and Bakes,OL7419831A,2016.0
OL21340801W,Taste of Home Christmas 2E,OL8138150A,2018.0
OL21287302W,Cupcake Kit,OL7506400A,2015.0
OL21414435W,Easy baking,OL395598A,2008.0
OL21597771W,"Marbled, Swirled, and Layered",OL8260706A,2016.0
OL21608666W,Pierre Herme - the Architecture of Taste,OL8265164A,2020.0
OL21510499W,Betty Crocker 20 Best Boozy Baking Recipes,OL8185751A,2013.0
OL21587815W,Bakeclass,OL3146682A,2016.0
OL21587827W,Home baking cookbook,OL3137202A,2006.0
OL21600715W,Brilliant Bake Off,OL7444174A,2017.0
OL21568783W,My First French Bakery,OL2993587A,2016.0
OL21568783W,My First French Bakery,OL8248565A,2016.0
OL21622723W,"Leon brownies, bars & muffins",OL7341619A,2013.0
OL21645010W,Literary Tea Party,OL2752384A,2018.0
OL21645010W,Literary Tea Party,OL8278819A,2018.0
OL22317596W,Super simple classic cookies,OL6954434A,2016.0
OL22317597W,Super simple holiday cookies,OL6954434A,2016.0
OL22317602W,Super simple specialty cookies,OL6954434A,2016.0
OL2241719W,Space,OL290001A,1990.0
OL22533842W,Children's Baking Kit,OL2733067A,2017.0
OL22534923W,"Sticky Fingers, Green Thumb",OL8611836A,2018.0
OL22435228W,Baking handbook,OL2169375A,1958.0
OL22139896W,How Can It Be Gluten Free Cookbook Collection,OL3245244A,2020.0
OL22075317W,Backen,OL2470590A,1997.0
OL22072639W,Baking,OL52074A,2003.0
OL2217575W,Recipes for the loaf pan,OL284646A,1996.0
OL21614778W,Stranger Fillings,OL8267206A,2017.0
OL21648211W,New York Christmas Baking,OL7971739A,2019.0
OL21648211W,New York Christmas Baking,OL8266015A,2019.0
OL21584754W,The great big baking book,OL4943316A,1998.0
OL21584979W,Cookies & cakes!,OL8255380A,2015.0
OL21615428W,Bourke Street Bakery : All Things Sweet,OL7323783A,2017.0
OL21615428W,Bourke Street Bakery : All Things Sweet,OL8267483A,2017.0
OL21627743W,"Make, bake and celebrate with Polly and Jago 2008",OL8271874A,2007.0
OL21810630W,Betty Crocker Gluten-Free Baking,OL8185751A,2015.0
OL21887471W,Perfectly Golden,OL8363074A,2020.0
OL21631618W,Vegan Cakes and Other Bakes,OL2655350A,2018.0
OL21950573W,Taste of Home Valentine's Day Mini Binder,OL8176888A,2021.0
OL21950590W,Taste of Home Chocolate,OL8176888A,2021.0
OL22132681W,Foolproof cakes,OL8464978A,2014.0
OL22159929W,British Baking Book,OL8475342A,2020.0
OL23106812W,Mesibot metuḳot,OL8638620A,2012.0
OL23045840W,Rumford cook book,OL12048376A,1900.0
OL23029237W,Barney Wigglesworth and the birthday surprise,OL32105A,1988.0
OL23120607W,Gran's sweet pantry,OL7299961A,2013.0
OL20843097W,Student Study Guide to accompany Professional Baking,OL7739076A,2016.0
OL20775056W,Paul Hollywood's British Baking,OL2837909A,2014.0
OL20854075W,Hetty's famous farmhouse bakery,OL7951332A,2018.0
OL20865168W,GoodFood,OL5629619A,2012.0
OL20865378W,Home baking,OL7978405A,2014.0
OL20355130W,National Restaurant Association Cooking/Baking Answer Sheet,OL3247244A,2013.0
OL20128928W,Bigger Bolder Baking,OL7826746A,2019.0
OL20146220W,Hershey's classic recipes,OL6829282A,2000.0
OL20051490W,"Ai shang hong bei, yi bu yi tu jiao ni zuo",OL7523932A,2015.0
OL20168774W,Set for the Holidays with Anna Olson : Recipes to Bring Comfort and Joy,OL3023762A,2018.0
OL20052115W,Wo de tian ran tian dian quan shu,OL6705803A,2016.0
OL20052116W,Tang ben mian bao dian =,OL7614107A,2016.0
OL20052117W,An xin chi dian xin,OL7614108A,2016.0
OL20052118W,Jian dan zuo chu xiang Q hao chi de mian bao bang,OL7614109A,2016.0
OL20052477W,Bake off,OL7614223A,2016.0
OL20052485W,The Great British bake off,OL6504949A,2016.0
OL20587870W,Simply Desserts,OL7803603A,2018.0
OL20638064W,Holiday cake & cookie decorating for dummies,OL226106A,2011.0
OL20357598W,Tartas Seductoras,OL7472696A,2013.0
OL2076209W,Wer will guten Kuchen backen?,OL254424A,1969.0
OL20744059W,Artisanal Kitchen,OL575849A,2020.0
OL20744059W,Artisanal Kitchen,OL7895731A,2020.0
OL20744068W,Artisanal Kitchen,OL7611300A,2020.0
OL20744068W,Artisanal Kitchen,OL3310144A,2020.0
OL1935423W,Fresh from Hearth,OL232214A,1999.0
OL19709698W,The Good Housekeeping Christmas cookbook,OL132842A,2013.0
OL19727958W,Nong chun bu ni kou de jue pin qi si dan gao,OL7529414A,2017.0
OL19727960W,Yong jia yong kao xiang zuo Faguo chang gun mian bao,OL7529416A,2017.0
OL19727961W,41 kuan Q ruan bei guo & pi sa zai jia qing song zuo,OL7527260A,2017.0
OL1973360W,The sugar mouse cake,OL237114A,1964.0
OL19733756W,Kitchen confidant,OL8031425A,2018.0
OL1968874W,The cake companion,OL236488A,2006.0
OL19716187W,Huang jin pei fang hong bei shu,OL5151431A,2017.0
OL19642251W,In the Sweet Kitchen,OL2757341A,2010.0
OL19723416W,Ying yang shi jiao ni zuo!,OL7527200A,2017.0
OL19723540W,[Masinnŭn sagwa kwaja resip'i,OL7527274A,2017.0
OL19723652W,Bake America great again,OL7527339A,2017.0
OL19723653W,Bake from scratch,OL7527340A,2017.0
OL1954537W,Secrets of fat-free baking,OL234469A,1994.0
OL1947669W,Marcel the pastry chef,OL233731A,1991.0
OL19645605W,A Career in Baking (Careers Ebooks),OL7507127A,2011.0
OL19646507W,Gen zhe Junzhi xue hong bei II,OL7507403A,2012.0
OL19648219W,Baked beads and beyond!,OL24077A,1995.0
OL19550187W,Close Up On Cakes,OL2879003A,1995.0
OL19550423W,Cooking Light Everyday Baking: 150 Quick & Simple Recipes...Good to the Last Crumb,OL3288418A,2012.0
OL19550432W,Cooking Light Everyday Baking: 150 Quick and Simple Recipes...Good to the Last Crumb,OL3288418A,2012.0
OL19550468W,Gooseberry Patch Big Book of Country Baking: Over 400 sweet & savory recipes for every meal of the day,OL3003136A,2013.0
OL19550485W,Gooseberry Patch Gifts from the Kitchen: More than 150 Homemade Treats to Make & Share (Gooseberry Patch (Paperback)),OL3003136A,2014.0
OL19550491W,Simply Sweet Decked-Out Donuts: 125 Over-the-Top Treats That Take the Cake!,OL7499326A,2015.0
OL24052217W,Cepsim pašas,OL9050263A,1994.0
OL24121129W,The allergic birthday cake,OL9071775A,2008.0
OL23162089W,Otsar ha-ʻugiyot shel Miḳi Shemo,OL6513052A,2013.0
OL23137514W,Pasḳal ofah maʼafim u-metuḳim,OL4994711A,2012.0
OL23137530W,ʻUgot she-ahavti,OL4996300A,2012.0
OL24106756W,Ultimate cake mix book,OL2864928A,2007.0
OL24076197W,Nān-i sangak,OL9058368A,2006.0
OL2409788W,My Pop Pop and me,OL331101A,2006.0
OL23335913W,The big baking book,OL7593409A,2014.0
OL23326445W,Cool healthy muffins,OL6954434A,2015.0
OL23326449W,Cool savory muffins,OL6954434A,2015.0
OL23180443W,Baking bliss!,OL1433478A,2015.0
OL23591102W,International baking & pastry institute,OL6930630A,1995.0
OL23611160W,Pocket Pies,OL3047960A,2014.0
OL23363409W,The ABC book of children's cakes,OL3119811A,2014.0
OL23503255W,Bread & chocolate,OL950073A,1993.0
OL23462611W,The Harrowsmith country life baking book,OL1004134A,1992.0
OL24282840W,Little princesses' book of baking,OL7569979A,2012.0
OL24272940W,Baking with Marian,OL9132865A,2009.0
OL24196435W,The essential baking cookbook,OL2926467A,2005.0
OL24292052W,Pillsbury annual recipes 2008,OL5013405A,2008.0
OL24292055W,Pillsbury annual recipes 2011,OL9137841A,2011.0
OL24292056W,"Pillsbury Christmas, 2009",OL1345027A,2009.0
OL24292056W,"Pillsbury Christmas, 2009",OL2912001A,2009.0
OL24292056W,"Pillsbury Christmas, 2009",OL9137842A,2009.0
OL24292056W,"Pillsbury Christmas, 2009",OL7600150A,2009.0
OL24292058W,"Pillsbury make it, bake it",OL9137843A,2014.0
OL24302972W,Timeless recipes from four generations of bakers,OL9140573A,2014.0
OL24303125W,To bake,OL2733131A,2015.0
OL24286208W,Mini pies,OL7419831A,2011.0
OL24286209W,Mini pies,OL7643448A,2011.0
OL24286938W,More classic baking with Hershey's,OL6829282A,1997.0
OL24287056W,Most loved brunches,OL6582327A,2008.0
OL24287057W,Most loved festive baking,OL7417815A,2008.0
OL24177156W,Home baking,OL6862778A,1995.0
OL24326818W,The Essential Cook's Kitchen,OL3292414A,2018.0
OL24292028W,Pig's tall hat,OL2762253A,2004.0
OL24275045W,Junzhi de 10 fen zhong dan gao,OL7507403A,2010.0
OL24275422W,Kids' cake mix fun and more,OL381329A,2006.0
OL24275422W,Kids' cake mix fun and more,OL9133650A,2006.0
OL24275422W,Kids' cake mix fun and more,OL9133651A,2006.0
OL24267309W,Glorious cakes and gateaux,OL7421216A,2002.0
OL24267323W,Gluten free baking,OL9131234A,2014.0
OL24267326W,Gluten-free,OL11539023A,2013.0
OL24267832W,Grandma's special recipes,OL2622187A,2011.0
OL24267981W,The Great holiday baking book,OL9131387A,2011.0
OL24257710W,Corn bread for everyone!,OL2775852A,2004.0
OL24295741W,Riley's cake,OL7312569A,2005.0
OL24305576W,Une surprise pour mama,OL2659856A,2007.0
OL24432209W,Baker's easiest-ever chocolate recipes,OL2884781A,1993.0
OL24295953W,Robin Hood baking festival cookbook,OL9138879A,2001.0
OL24295955W,Robin Hood home baking,OL9138879A,2004.0
OL24442523W,A chemist's secret to cake baking,OL9201908A,2011.0
OL24248186W,Angel pie,OL43348A,2000.0
OL24275769W,Kraft Philadelphia 100 top-rated recipes,OL2710684A,2010.0
OL24286117W,Mind-blowing bakes,OL7320290A,2012.0
OL24286192W,Mini cakes,OL2828993A,2011.0
OL23420229W,Bake with Maw Broon / assisted by Doreen Culley ; photographs by Alan Donaldson,OL8887890A,2014.0
OL23316623W,Ruby and Leonard and the great big surprise,OL2800882A,2008.0
OL23226220W,Bake deliciously!,OL7297546A,2010.0
OL23348507W,Cookie & cracker manufacturing,OL6739101A,1990.0
OL23246128W,Nog een koekje?,OL1841989A,2011.0
OL23282056W,Virginia Bakery remembered,OL8831322A,2010.0
OL23882454W,Seasons of baking,OL8990803A,2001.0
OL23788701W,The best of Betterbaking.com,OL401199A,2002.0
OL23788701W,The best of Betterbaking.com,OL3086628A,2002.0
OL23209059W,Sarawak layer cakes,OL8797401A,2012.0
OL23225751W,Art of gluten-free sourdough baking,OL8805319A,2011.0
OL23704939W,Making great gingerbread houses,OL2953012A,1999.0
OL23704939W,Making great gingerbread houses,OL1521377A,1999.0
OL23706973W,Elizabeth Alston's best baking,OL29354A,2000.0
OL23687256W,Sumner cooks,OL8934822A,1997.0
OL22778544W,Regaʻim metuḳim,OL8677346A,2012.0
OL22639986W,The cracker book,OL8641222A,2012.0
OL22671632W,Zur Geschichte der Hausbäckerei,OL1320255A,1976.0
OL2259886W,Practical bakery,OL294014A,1997.0
OL22611657W,Susamlı halkanın tılsımı,OL5816085A,2010.0
OL22628790W,ʻUgot she-ʻośot mesibot,OL8638620A,2010.0
OL21158006W,Sweet Bake Shop,OL8103947A,2018.0
OL21158119W,Best Ever Baking Book,OL5719055A,2017.0
OL21223365W,Whoopies!,OL2956989A,2011.0
OL21654908W,Nordic Baking Book,OL3545016A,2018.0
OL21523020W,Pillsbury the Big Book of Easy Baking with Refrigerated Dough,OL8104902A,2014.0
OL21400533W,Bronte at home,OL7544688A,2019.0
OL21282934W,Complete Book of Baking,OL2727325A,2002.0
OL21206394W,Dappled,OL8121099A,2019.0
OL21583037W,Betty Crocker the Big Book of Bisquick,OL8185751A,2015.0
OL21300970W,Made with Love,OL7674001A,2017.0
OL25724922W,Good Housekeeping Easy To Make! Cakes & Bakes,OL9470415A,2008.0
OL25733667W,Great British Bake off,OL9698531A,2012.0
OL25183610W,Bake Me a Cake,OL9494740A,2014.0
OL24880807W,All about gateaux and dessert cakes,OL1351380A,1910.0
OL24880808W,"The modern flour confectioner, wholesale and retail",OL467672A,1891.0
OL24847688W,Qui a vole les Scooby snax? [French],OL5966075A,2002.0
OL26200879W,All new Amish cookbook,OL2402258A,2010.0
OL26192010W,Baking,OL3079121A,2012.0
OL26192010W,Baking,OL2461669A,2012.0
OL26192129W,Crumbles & cobblers,OL2644475A,2010.0
OL26175311W,Best ever baking,OL11433740A,2011.0
OL2622146W,A Little Book of Irish Baking,OL381973A,2002.0
OL2622147W,A little book of Scottish baking,OL381973A,1997.0
OL2622148W,A Little Scottish Baking Book,OL381973A,1995.0
OL26174052W,Bake-a-cake Party Book,OL2963883A,2005.0
OL26201279W,Alison Holst's best baking,OL3054786A,
OL26201428W,Step-by-step baking,OL11433740A,2011.0
OL26173533W,The cookie king,OL9879277A,2015.0
OL25737850W,5-Minute Mug Cakes,OL2631481A,2014.0
OL25744903W,Baking with Chef Zan,OL9528696A,2017.0
OL25745232W,Baker and Cook,OL3054789A,2018.0
OL25796646W,Bakers,OL7603926A,2019.0
OL25700885W,Edmonds the Best of Baking,OL9528507A,2016.0
OL25691900W,MyLab Culinary with Pearson EText -- Access Card -- for on Baking (Update),OL9707584A,2015.0
OL25691900W,MyLab Culinary with Pearson EText -- Access Card -- for on Baking (Update),OL9707585A,2015.0
OL25691900W,MyLab Culinary with Pearson EText -- Access Card -- for on Baking (Update),OL2655431A,2015.0
OL25701554W,Aimee's Perfect Bakes,OL7674001A,2016.0
OL25708148W,Baking Hacks,OL9714874A,2017.0
OL25738298W,World's Easiest Paleo Baking,OL3762603A,2016.0
OL25735479W,Bake It Great,OL9727520A,2015.0
OL25735551W,Men's Baking Manual,OL3271749A,2015.0
OL1863134W,Baking,OL223109A,1999.0
OL1862317W,Baking Across America,OL223002A,1998.0
OL18659816W,Niḥoḥot ha-maʼafeh,OL6753838A,1993.0
OL1910596W,The first book of baking,OL228873A,1997.0
OL19053248W,Die Schönsten Backstubenrezepte,OL890619A,1979.0
OL19086576W,A Passion for Bread: Lessons from a Master Baker,OL7468571A,2013.0
OL1911172W,The new French baker,OL228943A,1998.0
OL19179866W,Das Neue Backen,OL890619A,1978.0
OL19091584W,Best Kids Cookie Book,OL958593A,1993.0
OL19091584W,Best Kids Cookie Book,OL726788A,1993.0
OL18839164W,New baking book,OL6822395A,1998.0
OL18927527W,Homemade cookies,OL6822395A,2000.0
OL18633446W,Simple old-fashioned baking,OL6836952A,2008.0
OL18820929W,Louise Loves Bake Sales (I Can Read Level 1),OL7302617A,2018.0
OL18761731W,Technology of breadmaking,OL2680944A,2007.0
OL18761731W,Technology of breadmaking,OL2680945A,2007.0
OL1880694W,Damon Lee Fowler's New Southern Baking,OL225141A,2005.0
OL1874295W,"One dough, fifty cookies",OL224407A,1998.0
OL18353542W,Technologie der industriellen Backwarenproduktion,OL1317333A,1981.0
OL19292512W,Jian dan liang qing song zuo qiao ke li tian dian,OL6569125A,2003.0
OL19414509W,Electric bread,OL3002624A,1998.0
OL19333078W,Super Sweet Treasury (Strawberry Shortcake),OL2704372A,2012.0
OL19333078W,Super Sweet Treasury (Strawberry Shortcake),OL6769374A,2012.0
OL19333078W,Super Sweet Treasury (Strawberry Shortcake),OL7312753A,2012.0
OL19333078W,Super Sweet Treasury (Strawberry Shortcake),OL6459656A,2012.0
OL1925850W,Baking for Christmas,OL230880A,1995.0
OL19441655W,Mott's A better way to bake,OL6822137A,1995.0
OL19358012W,Tate's Bake Shop: Baking For Friends,OL3297158A,2012.0
OL1933499W,Cakes from Scratch in Half the Time,OL231945A,2005.0
OL19308279W,It's fun to bake,OL2103691A,1970.0
OL1931044W,Baking boot camp at the Culinary Institute of America,OL231642A,2007.0
OL18719330W,Classic bake sale recipes,OL6822137A,2000.0
OL1867613W,Hattie baked a wedding cake,OL223599A,1994.0
OL18577461W,Pillsbury best of the bake-off contest cookbook,OL5013405A,2008.0
OL18528269W,The latest cake secrets,OL6875939A,1934.0
OL18635530W,How baking works,OL5347134A,2011.0
OL18627705W,Cinco monitos hacen un pastel de cumpleanos =,OL28815A,2008.0
OL1862716W,Food Made Fast,OL223063A,2006.0
OL1862739W,Williams-Sonoma. Cocina al Instante,OL223063A,2007.0
OL1840167W,"Cookies, Brownies, and Bars",OL220384A,2008.0
OL1840168W,Cupcakes!,OL220384A,2005.0
OL1840170W,Fearless Baking,OL220384A,2001.0
OL18614435W,How to bake by the ration book,OL770480A,1943.0
OL18603161W,Baking and pastry formulas,OL6930630A,2009.0
OL18560294W,Popina book of baking,OL6748308A,2010.0
OL1897227W,What you knead,OL227118A,1997.0
OL1897267W,Sweet Maria's big baking bible,OL227128A,2008.0
OL18965286W,Busy mum's baking book,OL2492196A,1985.0
OL18847691W,Old fashioned baking,OL2727286A,1995.0
OL18864827W,Gifts in a jar for kids,OL6934506A,2002.0
OL19083970W,Baking,OL7417815A,2004.0
OL19035719W,Gifts in a jar,OL3050804A,2003.0
OL18788818W,The Old farmer's almanac everyday cookbook,OL8148364A,2008.0
OL18789588W,Leslie Mackie's Macrina Bakery & Cafe cookbook,OL3066338A,2006.0
OL18789588W,Leslie Mackie's Macrina Bakery & Cafe cookbook,OL3066375A,2006.0
OL17640580W,Sourdough,OL7526645A,2015.0
OL17683720W,"The chemistry of wheat, flour and bread and technology of breadmaking",OL2374634A,1886.0
OL17649959W,"The modern baker, confectioner and caterer",OL4989210A,1911.0
OL17649962W,"The modern baker, confectioner and caterer",OL4989210A,1911.0
OL17649965W,"The modern baker, confectioner and caterer",OL4989210A,1911.0
OL17649966W,"The modern baker, confectioner and caterer",OL4989210A,1911.0
OL17568794W,Nick Malgieris Bread,OL404584A,2012.0
OL17629504W,"Learning to Cook. Volume 2, Pastries",OL888772A,
OL17001713W,How to use a recipe,OL7215935A,1934.0
OL17001721W,Chilly weather puddings,OL7215935A,1933.0
OL17001790W,Questions and answers,OL7215935A,1935.0
OL17001932W,Fruit cake notes,OL7215935A,1935.0
OL17001938W,Yeast rolls,OL7215935A,1935.0
OL17001975W,News notes from Washington,OL7215935A,1937.0
OL17001982W,Questions and answers,OL7215935A,1937.0
OL17002000W,The cookie jar,OL7215935A,1935.0
OL17002079W,Custard pie problems,OL7215935A,1935.0
OL17002083W,Pies his mother never made,OL7215935A,1935.0
OL17002189W,Sunday gingerbread,OL7215935A,1935.0
OL17002491W,If you're making a fruit cake,OL7215935A,1937.0
OL17002550W,Honey and cake-making,OL7215935A,1935.0
OL17346104W,Pan y mantequilla,OL5168369A,2016.0
OL17002586W,Hot-weather breads,OL7215935A,1936.0
OL17003087W,Baking news,OL7215935A,1937.0
OL17003095W,Conversation for cake-makers,OL7215935A,1935.0
OL17003117W,Quick tricks with biscuits,OL7215935A,1935.0
OL17003245W,Cake questions,OL7215935A,1937.0
OL17003249W,Angel food news,OL7215935A,1936.0
OL17397830W,The Rosies Bakery Allbutter Creamfilled Sugarpacked Baking Book,OL2758883A,2011.0
OL17456682W,A Zombie Ate My Cupcake,OL7282783A,2012.0
OL17457284W,Taking The Cake,OL19862A,2012.0
OL17439638W,Glutenfree Baking For Dummies,OL1430209A,2011.0
OL17448595W,Learn To Bake 80 Easy Recipes For All The Family,OL395598A,2012.0
OL17473347W,Cakebread Pudding  Pie,OL7324308A,2011.0
OL17423193W,Crazy For Cake Pops 50 Allnew Delicious And Adorable Creations,OL7309722A,2011.0
OL17435660W,Flossie Crums And The Enchanted Cookie Tree A Flossie Crums Baking Adventure,OL2988150A,2012.0
OL17453047W,Lily Vanillis Sweet Tooth Recipes And Tips From A Modern Artisan Bakery,OL751252A,2012.0
OL17453209W,Ms American Pie Buttery Good Pie Recipes And Bold Tales From The American Gothic House,OL6984241A,2014.0
OL17445294W,Back To Baking 200 Timeless Recipes To Bake Share And Enjoy,OL3023762A,2011.0
OL17410777W,Simply From Scratch,OL7306184A,2010.0
OL17411041W,A Homebaked Christmas 56 Delicious Cookies Cakes Gifts From Your Kitchen,OL7306275A,2012.0
OL17446147W,New World Baking My Time In Shanghai,OL3054789A,2011.0
OL17428376W,Save The Cupcake,OL19862A,2012.0
OL17404030W,The Bestever Book Of Cakes 165 Utterly Irresistible And Foolproof Cakes To Bake For Everyday Eating And Special Celebrations Shown In 800 Delectable Photographs,OL432189A,2011.0
OL17404248W,My Grannys Baking Book 80 Traditional Family Recipes Shown In Over 220 Photographs,OL2975042A,2012.0
OL17471783W,Paul Hollywoods Pies And Puds,OL2837909A,2013.0
OL17740943W,Rosie's bakery all-butter fresh cream sugar-baked no-holds-barred baking book,OL5233777A,1997.0
OL17002627W,Cooking language,OL7215935A,1932.0
OL17002790W,Lard for shortening,OL7215935A,1934.0
OL17002948W,Baking questions,OL7215935A,1936.0
OL17399297W,Making Bread Together Step By Step Recipes For Fun And Simple Breads To Make With Children,OL7072253A,2014.0
OL17406894W,Good Housekeeping Baking Bible The Ultimate Bakers Companion,OL2643882A,2012.0
OL17517333W,Going Going Ganache,OL6792676A,2013.0
OL17478382W,The Little Book Of Baking 55 Homemade Cookies Cakes Cupcakes Pies To Make Share,OL7301294A,2012.0
OL17499980W,Popina Book Of Baking,OL6748308A,2010.0
OL17509321W,Great Cake Places London 2012,OL7334668A,2011.0
OL17309651W,Alexis and the perfect recipe,OL7079125A,2011.0
OL17311178W,"Katie, batter up!",OL7079125A,2011.0
OL17101314W,Hot breads for cold days,OL7235058A,1940.0
OL17377372W,Cupcakes From The Primrose Bakery,OL7296433A,2010.0
OL1698803W,"June's ""flour power"" baking",OL193372A,1997.0
OL16999323W,Woman's day book of baking,OL8043745A,1977.0
OL17315596W,Piggies in the kitchen,OL1476313A,2011.0
OL17315990W,Dian xin nai nai =,OL7277693A,1998.0
OL17014986W,Sponge cakes,OL7215935A,1928.0
OL17032692W,Chicken salad and strawberry cake,OL7215935A,1930.0
OL17032727W,A baked dinner for Friday,OL7215935A,1931.0
OL17032729W,Making the holiday fruit cake,OL7215935A,1931.0
OL17032892W,One sugar for another,OL7215935A,1945.0
OL15030308W,Betty Crocker's baking with kids,OL27838A,1995.0
OL15030310W,Betty Crocker's Basic bakings,OL27838A,1971.0
OL17023578W,An old New England Saturday night supper,OL7215935A,1928.0
OL17023778W,Betty Lou washes the dishes,OL7215935A,1928.0
OL17023963W,Question Box,OL7215935A,1943.0
OL17035159W,Pan practice,OL7215935A,1945.0
OL17026282W,Question box,OL7215935A,1941.0
OL17027030W,How to make biscuits,OL7215935A,1929.0
OL17027068W,A luncheon for Valentine's day,OL7215935A,1929.0
OL17027109W,Pin-wheel cookies for the cookie jar,OL7215935A,1929.0
OL17027115W,Angel food cake,OL7215935A,1929.0
OL17006476W,Casseroles and baking dishes,OL7215935A,1932.0
OL17006770W,Questions and answers,OL7215935A,1940.0
OL17006957W,Question box,OL7215935A,1941.0
OL17007018W,Questions and answers,OL7215935A,1941.0
OL17007097W,Question box,OL7215935A,1941.0
OL17018170W,Cherries for next winter's pies,OL7215935A,1944.0
OL17018541W,Enriched flour and bread,OL7215935A,1944.0
OL17018550W,Oven secrets,OL7215935A,1939.0
OL17018627W,Questions on custards and beans,OL7215935A,1940.0
OL17018666W,Marketing for fruit cake supplies,OL7215935A,1944.0
OL17018668W,Blue ribbon bread,OL7215935A,1928.0
OL17018670W,How to make perfect pie crust,OL7215935A,1928.0
OL17018674W,On the bargain counter,OL7215935A,1927.0
OL17018675W,The Christmas fruit cake,OL7215935A,1928.0
OL17018676W,The art of making a foundation cake,OL7215935A,1928.0
OL17007437W,Question box,OL7215935A,1942.0
OL17007640W,Questions on many things,OL7215935A,1941.0
OL17007720W,Homemade bread and rolls,OL7215935A,1942.0
OL17007877W,Stirring days,OL7215935A,1934.0
OL16701486W,Bake,OL7151294A,2010.0
OL16588925W,The complete idiot's guide to vegan baking,OL7107986A,2011.0
OL16514302W,"Favourite Cakes, Bakes & Cupcakes",OL2643736A,2010.0
OL16608986W,Ruby and Leonard and the great big surprise,OL2800882A,2010.0
OL16469962W,Sweet chic,OL7067985A,2010.0
OL16470003W,Sandra Lee bake sale cookbook,OL6711046A,2011.0
OL16470030W,B is for baking,OL1396778A,2011.0
OL16470056W,Cookies for kids cancer,OL7068005A,2011.0
OL16531456W,Cooking Light way to bake,OL7087296A,2011.0
OL16531624W,Swedish desserts,OL7087385A,2011.0
OL16617577W,"The joy of gluten-free, sugar-free baking",OL6925983A,2012.0
OL16617620W,Who put the cookies in the cookie jar?,OL19604A,2013.0
OL1858920W,Chocolate chip cookies,OL222532A,1990.0
OL18501053W,"The art of grilling, baking, barbecuing",OL2280486A,1952.0
OL18174802W,The only bake sale cookbook you'll ever need,OL3352884A,2008.0
OL18174802W,The only bake sale cookbook you'll ever need,OL1437397A,2008.0
OL18290745W,"Pillsbury, best of the bake-off cookbook",OL5013405A,1996.0
OL18163394W,High school musical,OL36345A,2008.0
OL1836439W,Muffins A to Z,OL219927A,1995.0
OL18288780W,Let's bake,OL890619A,1992.0
OL18306660W,Paris boulangerie-pâtisserie,OL21105A,1994.0
OL19166035W,Bakaromnen,OL325664A,2001.0
OL19184145W,The Complete book of baking,OL574820A,1986.0
