book_id,title,author_id,first_publish_year,author_name
OL24326818W,The Essential Cook's Kitchen,OL3292414A,2018.0,Alison Walker
OL24292028W,Pig's tall hat,OL2762253A,2004.0,Henry Hart
OL24275045W,Junzhi de 10 fen zhong dan gao,OL7507403A,2010.0,Junzhi
OL24275422W,Kids' cake mix fun and more,OL381329A,2006.0,Bev Bennett
OL24275422W,Kids' cake mix fun and more,OL9133650A,2006.0,Alison Reich
OL24275422W,Kids' cake mix fun and more,OL9133651A,2006.0,Marcia Kay Stanley
OL24267309W,Glorious cakes and gateaux,OL7421216A,2002.0,Valerie Ferguson
OL24267323W,Gluten free baking,OL9131234A,2014.0,Michael McCamley
OL24267326W,Gluten-free,OL11539023A,2013.0,BRAND NAME RECIPES GLUTEN-FREE
OL24267832W,Grandma's special recipes,OL2622187A,2011.0,Varios
OL24267981W,The Great holiday baking book,OL9131387A,2011.0,Nordic Ware
OL24257710W,Corn bread for everyone!,OL2775852A,2004.0,Mary Atkinson
OL24295741W,Riley's cake,OL7312569A,2005.0,Jay Sanders
OL24305576W,Une surprise pour mama,OL2659856A,2007.0,Ellen Weiss
OL24432209W,Baker's easiest-ever chocolate recipes,OL2884781A,1993.0,Kraft General Foods
OL24295953W,Robin Hood baking festival cookbook,OL9138879A,2001.0,Robin Hood Multifoods Inc
OL24295955W,Robin Hood home baking,OL9138879A,2004.0,Robin Hood Multifoods Inc
OL24442523W,A chemist's secret to cake baking,OL9201908A,2011.0,Walter H. Chan
OL24248186W,Angel pie,OL43348A,2000.0,Nancy Parent
OL24275769W,Kraft Philadelphia 100 top-rated recipes,OL2710684A,2010.0,Publications International Ltd.
OL24286117W,Mind-blowing bakes,OL7320290A,2012.0,Lorna Brash
OL24286192W,Mini cakes,OL2828993A,2011.0,Parragon
OL23420229W,Bake with Maw Broon / assisted by Doreen Culley ; photographs by Alan Donaldson,OL8887890A,2014.0,Broon Maw
OL23316623W,Ruby and Leonard and the great big surprise,OL2800882A,2008.0,Judith Rossell
OL23226220W,Bake deliciously!,OL7297546A,2010.0,Jean Duane
OL23348507W,Cookie & cracker manufacturing,OL6739101A,1990.0,Peter E. Ellis
OL23246128W,Nog een koekje?,OL1841989A,2011.0,Robert Declerck
OL23282056W,Virginia Bakery remembered,OL8831322A,2010.0,Tom Thie
OL23882454W,Seasons of baking,OL8990803A,2001.0,Henry Shun
OL23788701W,The best of Betterbaking.com,OL401199A,2002.0,Marcy Goldman
OL23788701W,The best of Betterbaking.com,OL3086628A,2002.0,Yvan Huneault
OL23209059W,Sarawak layer cakes,OL8797401A,2012.0,Nor Asiah Tajul Urus
OL23225751W,Art of gluten-free sourdough baking,OL8805319A,2011.0,Sharon A. Kane
OL23704939W,Making great gingerbread houses,OL2953012A,1999.0,Aaron Morgan
OL23704939W,Making great gingerbread houses,OL1521377A,1999.0,Paige Gilchrist
OL23706973W,Elizabeth Alston's best baking,OL29354A,2000.0,Elizabeth Alston
OL23687256W,Sumner cooks,OL8934822A,1997.0,Frannie Babb
OL22778544W,Regaʻim metuḳim,OL8677346A,2012.0,"Leṿi, Daṿid (Chef)"
OL22639986W,The cracker book,OL8641222A,2012.0,Lee E. Cart
OL22671632W,Zur Geschichte der Hausbäckerei,OL1320255A,1976.0,Walther Adrian
OL2259886W,Practical bakery,OL294014A,1997.0,Paul Connelly
OL22611657W,Susamlı halkanın tılsımı,OL5816085A,2010.0,Artun Ünsal
OL22628790W,ʻUgot she-ʻośot mesibot,OL8638620A,2010.0,Moni Roḳeaḥ-Oḥanah
OL21158006W,Sweet Bake Shop,OL8103947A,2018.0,Tessa Sam
OL21158119W,Best Ever Baking Book,OL5719055A,2017.0,Jane Bull
OL21223365W,Whoopies!,OL2956989A,2011.0,Susanna Tee
OL21654908W,Nordic Baking Book,OL3545016A,2018.0,Magnus Nilsson
OL21523020W,Pillsbury the Big Book of Easy Baking with Refrigerated Dough,OL8104902A,2014.0,Pillsbury Pillsbury Editors
OL21400533W,Bronte at home,OL7544688A,2019.0,Brontë Aurell
OL21282934W,Complete Book of Baking,OL2727325A,2002.0,Carole Clements
OL21206394W,Dappled,OL8121099A,2019.0,Nicole Rucker
OL21583037W,Betty Crocker the Big Book of Bisquick,OL8185751A,2015.0,Betty Betty Crocker
OL21300970W,Made with Love,OL7674001A,2017.0,Aimee Twigger
OL25724922W,Good Housekeeping Easy To Make! Cakes & Bakes,OL9470415A,2008.0,Good Housekeeping Institute Staff
OL25733667W,Great British Bake off,OL9698531A,2012.0,Love Productions
OL25183610W,Bake Me a Cake,OL9494740A,2014.0,Good Housekeeping Good Housekeeping Institute
OL24880807W,All about gateaux and dessert cakes,OL1351380A,1910.0,"Harris, H. G."
OL24880808W,"The modern flour confectioner, wholesale and retail",OL467672A,1891.0,Robert Wells
OL24847688W,Qui a vole les Scooby snax? [French],OL5966075A,2002.0,Gail Herman
OL26200879W,All new Amish cookbook,OL2402258A,2010.0,Louis Weber
OL26192010W,Baking,OL3079121A,2012.0,Valerie Barrett
OL26192010W,Baking,OL2461669A,2012.0,Carol Tennant
OL26192129W,Crumbles & cobblers,OL2644475A,2010.0,Lorraine Turner
OL26175311W,Best ever baking,OL11433740A,2011.0,Love Food Editors Parragon Books
OL2622146W,A Little Book of Irish Baking,OL381973A,2002.0,Marion Maxwell
OL2622147W,A little book of Scottish baking,OL381973A,1997.0,Marion Maxwell
OL2622148W,A Little Scottish Baking Book,OL381973A,1995.0,Marion Maxwell
OL26174052W,Bake-a-cake Party Book,OL2963883A,2005.0,Linda Kaye
OL26201279W,Alison Holst's best baking,OL3054786A,,Simon Holst
OL26201428W,Step-by-step baking,OL11433740A,2011.0,Love Food Editors Parragon Books
OL26173533W,The cookie king,OL9879277A,2015.0,Robert Merten
OL25737850W,5-Minute Mug Cakes,OL2631481A,2014.0,Jennifer Lee
OL25744903W,Baking with Chef Zan,OL9528696A,2017.0,Chef Zan
OL25745232W,Baker and Cook,OL3054789A,2018.0,Dean Brettschneider
OL25796646W,Bakers,OL7603926A,2019.0,Christine Honders
OL25700885W,Edmonds the Best of Baking,OL9528507A,2016.0,Goodman Fielder
OL25691900W,MyLab Culinary with Pearson EText -- Access Card -- for on Baking (Update),OL9707584A,2015.0,Priscilla Martel
OL25691900W,MyLab Culinary with Pearson EText -- Access Card -- for on Baking (Update),OL9707585A,2015.0,Sarah Labensky
OL25691900W,MyLab Culinary with Pearson EText -- Access Card -- for on Baking (Update),OL2655431A,2015.0,Eddy Van Damme
OL25701554W,Aimee's Perfect Bakes,OL7674001A,2016.0,Aimee Twigger
OL25708148W,Baking Hacks,OL9714874A,2017.0,Aggie Robertson
OL25738298W,World's Easiest Paleo Baking,OL3762603A,2016.0,Elizabeth Barbone
OL25735479W,Bake It Great,OL9727520A,2015.0,Luis Troyano
OL25735551W,Men's Baking Manual,OL3271749A,2015.0,Andrew Webb
OL1863134W,Baking,OL223109A,1999.0,Emma Patmore
OL1862317W,Baking Across America,OL223002A,1998.0,Arthur L. Meyer
OL18659816W,Niḥoḥot ha-maʼafeh,OL6753838A,1993.0,Tsiporah Ḳraizman
OL1910596W,The first book of baking,OL228873A,1997.0,Jeanne Besser
OL19053248W,Die Schönsten Backstubenrezepte,OL890619A,1979.0,Dr. Oetker (Firm)
OL19086576W,A Passion for Bread: Lessons from a Master Baker,OL7468571A,2013.0,Lionel Vatinet
OL1911172W,The new French baker,OL228943A,1998.0,Sheila Linderman
OL19179866W,Das Neue Backen,OL890619A,1978.0,Dr. Oetker (Firm)
OL19091584W,Best Kids Cookie Book,OL958593A,1993.0,Sue Brownlee
OL19091584W,Best Kids Cookie Book,OL726788A,1993.0,Paige Billin-Frye
OL18839164W,New baking book,OL6822395A,1998.0,Jennifer Darling
OL18927527W,Homemade cookies,OL6822395A,2000.0,Jennifer Darling
OL18633446W,Simple old-fashioned baking,OL6836952A,2008.0,"Cookbook Resources, LLC"
OL18820929W,Louise Loves Bake Sales (I Can Read Level 1),OL7302617A,2018.0,Kelly Light
OL18761731W,Technology of breadmaking,OL2680944A,2007.0,Stanley P. Cauvain
OL18761731W,Technology of breadmaking,OL2680945A,2007.0,Linda S. Young
OL1880694W,Damon Lee Fowler's New Southern Baking,OL225141A,2005.0,Damon Lee Fowler
OL1874295W,"One dough, fifty cookies",OL224407A,1998.0,Leslie Glover Pendleton
OL18353542W,Technologie der industriellen Backwarenproduktion,OL1317333A,1981.0,R. Schneeweiss
OL19292512W,Jian dan liang qing song zuo qiao ke li tian dian,OL6569125A,2003.0,Emīzu.
OL19414509W,Electric bread,OL3002624A,1998.0,Innovative Cooking Enterprises
OL19333078W,Super Sweet Treasury (Strawberry Shortcake),OL2704372A,2012.0,Samantha Brooke
OL19333078W,Super Sweet Treasury (Strawberry Shortcake),OL6769374A,2012.0,Amy Ackelsberg
OL19333078W,Super Sweet Treasury (Strawberry Shortcake),OL7312753A,2012.0,Marci Beighley
OL19333078W,Super Sweet Treasury (Strawberry Shortcake),OL6459656A,2012.0,Lauren Cecil
OL1925850W,Baking for Christmas,OL230880A,1995.0,Maria Robbins
OL19441655W,Mott's A better way to bake,OL6822137A,1995.0,"Publications International, Ltd"
OL19358012W,Tate's Bake Shop: Baking For Friends,OL3297158A,2012.0,Kathleen King
OL1933499W,Cakes from Scratch in Half the Time,OL231945A,2005.0,Linda West Eckhardt
OL19308279W,It's fun to bake,OL2103691A,1970.0,Gwen Marchant
OL1931044W,Baking boot camp at the Culinary Institute of America,OL231642A,2007.0,Darra Goldstein
OL18719330W,Classic bake sale recipes,OL6822137A,2000.0,"Publications International, Ltd"
OL1867613W,Hattie baked a wedding cake,OL223599A,1994.0,Toby Speed
OL18577461W,Pillsbury best of the bake-off contest cookbook,OL5013405A,2008.0,Pillsbury Company
OL18528269W,The latest cake secrets,OL6875939A,1934.0,General Foods Corporation
OL18635530W,How baking works,OL5347134A,2011.0,Paula Figoni
OL18627705W,Cinco monitos hacen un pastel de cumpleanos =,OL28815A,2008.0,Eileen Christelow
OL1862716W,Food Made Fast,OL223063A,2006.0,Lou Seibert Pappas
OL1862739W,Williams-Sonoma. Cocina al Instante,OL223063A,2007.0,Lou Seibert Pappas
OL1840167W,"Cookies, Brownies, and Bars",OL220384A,2008.0,Elinor Klivans
OL1840168W,Cupcakes!,OL220384A,2005.0,Elinor Klivans
OL1840170W,Fearless Baking,OL220384A,2001.0,Elinor Klivans
OL18614435W,How to bake by the ration book,OL770480A,1943.0,Ann Amernick
OL18603161W,Baking and pastry formulas,OL6930630A,2009.0,Johnson & Wales University. College of Culinary Arts. Educational Task Force
OL18560294W,Popina book of baking,OL6748308A,2010.0,Isidora Popovic
OL1897227W,What you knead,OL227118A,1997.0,Mary Ann Esposito
OL1897267W,Sweet Maria's big baking bible,OL227128A,2008.0,Maria Bruscino Sanchez
OL18965286W,Busy mum's baking book,OL2492196A,1985.0,Wendy Craig
OL18847691W,Old fashioned baking,OL2727286A,1995.0,Better Homes and Gardens
OL18864827W,Gifts in a jar for kids,OL6934506A,2002.0,CQ Products (Firm)
OL19083970W,Baking,OL7417815A,2004.0,Jean Pare
OL19035719W,Gifts in a jar,OL3050804A,2003.0,Cq Products
OL18788818W,The Old farmer's almanac everyday cookbook,OL8148364A,2008.0,Old Farmer's Almanac Staff
OL18789588W,Leslie Mackie's Macrina Bakery & Cafe cookbook,OL3066338A,2006.0,Leslie Mackie
OL18789588W,Leslie Mackie's Macrina Bakery & Cafe cookbook,OL3066375A,2006.0,Andrew Cleary
OL17640580W,Sourdough,OL7526645A,2015.0,Sarah Owens
OL17683720W,"The chemistry of wheat, flour and bread and technology of breadmaking",OL2374634A,1886.0,"Jago, William"
OL17649959W,"The modern baker, confectioner and caterer",OL4989210A,1911.0,John Kirkland
OL17649962W,"The modern baker, confectioner and caterer",OL4989210A,1911.0,John Kirkland
OL17649965W,"The modern baker, confectioner and caterer",OL4989210A,1911.0,John Kirkland
OL17649966W,"The modern baker, confectioner and caterer",OL4989210A,1911.0,John Kirkland
OL17568794W,Nick Malgieris Bread,OL404584A,2012.0,Nick Malgieri
OL17629504W,"Learning to Cook. Volume 2, Pastries",OL888772A,,Janet Johnston
OL17001713W,How to use a recipe,OL7215935A,1934.0,United States. Department of Agriculture. Radio Service
OL17001721W,Chilly weather puddings,OL7215935A,1933.0,United States. Department of Agriculture. Radio Service
OL17001790W,Questions and answers,OL7215935A,1935.0,United States. Department of Agriculture. Radio Service
OL17001932W,Fruit cake notes,OL7215935A,1935.0,United States. Department of Agriculture. Radio Service
OL17001938W,Yeast rolls,OL7215935A,1935.0,United States. Department of Agriculture. Radio Service
OL17001975W,News notes from Washington,OL7215935A,1937.0,United States. Department of Agriculture. Radio Service
OL17001982W,Questions and answers,OL7215935A,1937.0,United States. Department of Agriculture. Radio Service
OL17002000W,The cookie jar,OL7215935A,1935.0,United States. Department of Agriculture. Radio Service
OL17002079W,Custard pie problems,OL7215935A,1935.0,United States. Department of Agriculture. Radio Service
OL17002083W,Pies his mother never made,OL7215935A,1935.0,United States. Department of Agriculture. Radio Service
OL17002189W,Sunday gingerbread,OL7215935A,1935.0,United States. Department of Agriculture. Radio Service
OL17002491W,If you're making a fruit cake,OL7215935A,1937.0,United States. Department of Agriculture. Radio Service
OL17002550W,Honey and cake-making,OL7215935A,1935.0,United States. Department of Agriculture. Radio Service
OL17346104W,Pan y mantequilla,OL5168369A,2016.0,Erin McKenna
OL17002586W,Hot-weather breads,OL7215935A,1936.0,United States. Department of Agriculture. Radio Service
OL17003087W,Baking news,OL7215935A,1937.0,United States. Department of Agriculture. Radio Service
OL17003095W,Conversation for cake-makers,OL7215935A,1935.0,United States. Department of Agriculture. Radio Service
OL17003117W,Quick tricks with biscuits,OL7215935A,1935.0,United States. Department of Agriculture. Radio Service
OL17003245W,Cake questions,OL7215935A,1937.0,United States. Department of Agriculture. Radio Service
OL17003249W,Angel food news,OL7215935A,1936.0,United States. Department of Agriculture. Radio Service
OL17397830W,The Rosies Bakery Allbutter Creamfilled Sugarpacked Baking Book,OL2758883A,2011.0,Nan Levinson
OL17456682W,A Zombie Ate My Cupcake,OL7282783A,2012.0,Lily Vanilli 
OL17457284W,Taking The Cake,OL19862A,2012.0,Lisa Papademetriou
OL17439638W,Glutenfree Baking For Dummies,OL1430209A,2011.0,Linda Larsen
OL17448595W,Learn To Bake 80 Easy Recipes For All The Family,OL395598A,2012.0,Linda Collister
OL17473347W,Cakebread Pudding  Pie,OL7324308A,2011.0,Callie Maritz
OL17423193W,Crazy For Cake Pops 50 Allnew Delicious And Adorable Creations,OL7309722A,2011.0,Molly Bakes
OL17435660W,Flossie Crums And The Enchanted Cookie Tree A Flossie Crums Baking Adventure,OL2988150A,2012.0,Daryl Stevenson
OL17453047W,Lily Vanillis Sweet Tooth Recipes And Tips From A Modern Artisan Bakery,OL751252A,2012.0,Lily Jones
OL17453209W,Ms American Pie Buttery Good Pie Recipes And Bold Tales From The American Gothic House,OL6984241A,2014.0,Beth M. Howard
OL17445294W,Back To Baking 200 Timeless Recipes To Bake Share And Enjoy,OL3023762A,2011.0,Anna Olson
OL17410777W,Simply From Scratch,OL7306184A,2010.0,Alicia Bessette
OL17411041W,A Homebaked Christmas 56 Delicious Cookies Cakes Gifts From Your Kitchen,OL7306275A,2012.0,The Editors of Delish
OL17446147W,New World Baking My Time In Shanghai,OL3054789A,2011.0,Dean Brettschneider
OL17428376W,Save The Cupcake,OL19862A,2012.0,Lisa Papademetriou
OL17404030W,The Bestever Book Of Cakes 165 Utterly Irresistible And Foolproof Cakes To Bake For Everyday Eating And Special Celebrations Shown In 800 Delectable Photographs,OL432189A,2011.0,Ann Nicol
OL17404248W,My Grannys Baking Book 80 Traditional Family Recipes Shown In Over 220 Photographs,OL2975042A,2012.0,Catherine Best
OL17471783W,Paul Hollywoods Pies And Puds,OL2837909A,2013.0,Paul Hollywood     
OL17740943W,Rosie's bakery all-butter fresh cream sugar-baked no-holds-barred baking book,OL5233777A,1997.0,Judy Rosenberg
OL17002627W,Cooking language,OL7215935A,1932.0,United States. Department of Agriculture. Radio Service
OL17002790W,Lard for shortening,OL7215935A,1934.0,United States. Department of Agriculture. Radio Service
OL17002948W,Baking questions,OL7215935A,1936.0,United States. Department of Agriculture. Radio Service
OL17399297W,Making Bread Together Step By Step Recipes For Fun And Simple Breads To Make With Children,OL7072253A,2014.0,Emmanuel Hadjiandreou
OL17406894W,Good Housekeeping Baking Bible The Ultimate Bakers Companion,OL2643882A,2012.0,Good Housekeeping Institute
OL17517333W,Going Going Ganache,OL6792676A,2013.0,Jenn McKinlay
OL17478382W,The Little Book Of Baking 55 Homemade Cookies Cakes Cupcakes Pies To Make Share,OL7301294A,2012.0,Good Housekeeping Magazine
OL17499980W,Popina Book Of Baking,OL6748308A,2010.0,Isidora Popovic
OL17509321W,Great Cake Places London 2012,OL7334668A,2011.0,Allegra Strategies
OL17309651W,Alexis and the perfect recipe,OL7079125A,2011.0,Coco Simon
OL17311178W,"Katie, batter up!",OL7079125A,2011.0,Coco Simon
OL17101314W,Hot breads for cold days,OL7235058A,1940.0,Ruth Van Deman
OL17377372W,Cupcakes From The Primrose Bakery,OL7296433A,2010.0,Yuki Sugiura
OL1698803W,"June's ""flour power"" baking",OL193372A,1997.0,June Spencer
OL16999323W,Woman's day book of baking,OL8043745A,1977.0,Diane Harris
OL17315596W,Piggies in the kitchen,OL1476313A,2011.0,Michelle Meadows
OL17315990W,Dian xin nai nai =,OL7277693A,1998.0,Lan Wang
OL17014986W,Sponge cakes,OL7215935A,1928.0,United States. Department of Agriculture. Radio Service
OL17032692W,Chicken salad and strawberry cake,OL7215935A,1930.0,United States. Department of Agriculture. Radio Service
OL17032727W,A baked dinner for Friday,OL7215935A,1931.0,United States. Department of Agriculture. Radio Service
OL17032729W,Making the holiday fruit cake,OL7215935A,1931.0,United States. Department of Agriculture. Radio Service
OL17032892W,One sugar for another,OL7215935A,1945.0,United States. Department of Agriculture. Radio Service
OL15030308W,Betty Crocker's baking with kids,OL27838A,1995.0,Betty Crocker
OL15030310W,Betty Crocker's Basic bakings,OL27838A,1971.0,Betty Crocker
OL17023578W,An old New England Saturday night supper,OL7215935A,1928.0,United States. Department of Agriculture. Radio Service
OL17023778W,Betty Lou washes the dishes,OL7215935A,1928.0,United States. Department of Agriculture. Radio Service
OL17023963W,Question Box,OL7215935A,1943.0,United States. Department of Agriculture. Radio Service
OL17035159W,Pan practice,OL7215935A,1945.0,United States. Department of Agriculture. Radio Service
OL17026282W,Question box,OL7215935A,1941.0,United States. Department of Agriculture. Radio Service
OL17027030W,How to make biscuits,OL7215935A,1929.0,United States. Department of Agriculture. Radio Service
OL17027068W,A luncheon for Valentine's day,OL7215935A,1929.0,United States. Department of Agriculture. Radio Service
OL17027109W,Pin-wheel cookies for the cookie jar,OL7215935A,1929.0,United States. Department of Agriculture. Radio Service
OL17027115W,Angel food cake,OL7215935A,1929.0,United States. Department of Agriculture. Radio Service
OL17006476W,Casseroles and baking dishes,OL7215935A,1932.0,United States. Department of Agriculture. Radio Service
OL17006770W,Questions and answers,OL7215935A,1940.0,United States. Department of Agriculture. Radio Service
OL17006957W,Question box,OL7215935A,1941.0,United States. Department of Agriculture. Radio Service
OL17007018W,Questions and answers,OL7215935A,1941.0,United States. Department of Agriculture. Radio Service
OL17007097W,Question box,OL7215935A,1941.0,United States. Department of Agriculture. Radio Service
OL17018170W,Cherries for next winter's pies,OL7215935A,1944.0,United States. Department of Agriculture. Radio Service
OL17018541W,Enriched flour and bread,OL7215935A,1944.0,United States. Department of Agriculture. Radio Service
OL17018550W,Oven secrets,OL7215935A,1939.0,United States. Department of Agriculture. Radio Service
OL17018627W,Questions on custards and beans,OL7215935A,1940.0,United States. Department of Agriculture. Radio Service
OL17018666W,Marketing for fruit cake supplies,OL7215935A,1944.0,United States. Department of Agriculture. Radio Service
OL17018668W,Blue ribbon bread,OL7215935A,1928.0,United States. Department of Agriculture. Radio Service
OL17018670W,How to make perfect pie crust,OL7215935A,1928.0,United States. Department of Agriculture. Radio Service
OL17018674W,On the bargain counter,OL7215935A,1927.0,United States. Department of Agriculture. Radio Service
OL17018675W,The Christmas fruit cake,OL7215935A,1928.0,United States. Department of Agriculture. Radio Service
OL17018676W,The art of making a foundation cake,OL7215935A,1928.0,United States. Department of Agriculture. Radio Service
OL17007437W,Question box,OL7215935A,1942.0,United States. Department of Agriculture. Radio Service
OL17007640W,Questions on many things,OL7215935A,1941.0,United States. Department of Agriculture. Radio Service
OL17007720W,Homemade bread and rolls,OL7215935A,1942.0,United States. Department of Agriculture. Radio Service
OL17007877W,Stirring days,OL7215935A,1934.0,United States. Department of Agriculture. Radio Service
OL16701486W,Bake,OL7151294A,2010.0,Tina Bester
OL16588925W,The complete idiot's guide to vegan baking,OL7107986A,2011.0,Donna Diegel
OL16514302W,"Favourite Cakes, Bakes & Cupcakes",OL2643736A,2010.0,Good Housekeeping
OL16608986W,Ruby and Leonard and the great big surprise,OL2800882A,2010.0,Judith Rossell
OL16469962W,Sweet chic,OL7067985A,2010.0,Rachel Schifter Thebault
OL16470003W,Sandra Lee bake sale cookbook,OL6711046A,2011.0,Sandra Lee
OL16470030W,B is for baking,OL1396778A,2011.0,Susan McQuillan
OL16470056W,Cookies for kids cancer,OL7068005A,2011.0,Gretchen Holt Witt
OL16531456W,Cooking Light way to bake,OL7087296A,2011.0,Rachel Quinlivan
OL16531624W,Swedish desserts,OL7087385A,2011.0,Cecilia Vikbladh
OL16617577W,"The joy of gluten-free, sugar-free baking",OL6925983A,2012.0,Peter Reinhart
OL16617620W,Who put the cookies in the cookie jar?,OL19604A,2013.0,George W. B. Shannon
OL1858920W,Chocolate chip cookies,OL222532A,1990.0,Karen Wagner
OL18501053W,"The art of grilling, baking, barbecuing",OL2280486A,1952.0,Duncan Hines (person)
OL18174802W,The only bake sale cookbook you'll ever need,OL3352884A,2008.0,Laurie Goldrich Wolf
OL18174802W,The only bake sale cookbook you'll ever need,OL1437397A,2008.0,Pam Abrams
OL18290745W,"Pillsbury, best of the bake-off cookbook",OL5013405A,1996.0,Pillsbury Company
OL18163394W,High school musical,OL36345A,2008.0,Alice Alfonsi
OL1836439W,Muffins A to Z,OL219927A,1995.0,Marie Simmons
OL18288780W,Let's bake,OL890619A,1992.0,Dr. Oetker (Firm)
OL18306660W,Paris boulangerie-pâtisserie,OL21105A,1994.0,Linda Dannenberg
OL19166035W,Bakaromnen,OL325664A,2001.0,Else Rønnevig
OL19184145W,The Complete book of baking,OL574820A,1986.0,Ann Creber
OL19131666W,Foolproof cakes,OL8464978A,1998.0,Victoria Combe
OL19027825W,Köstlich backen für alle Gelegenheiten,OL1005606A,1986.0,Veronika Müller
OL19027825W,Köstlich backen für alle Gelegenheiten,OL4783078A,1986.0,Mechthild Piepenbrock
OL18994100W,Roland Gööcks grosses Backbuch,OL965517A,1976.0,Roland Gööck
OL18969092W,Panadería,OL925940A,2003.0,Catherine Atkinson
OL1861615W,Kids cookies,OL222894A,1998.0,Susan Manlin Katzman
OL1861635W,The Little Book of Baking Recipes,OL222896A,1993.0,Jacqueline Bellefontaine
OL1871168W,Best home baking,OL224041A,1998.0,Polly Bannister
OL18632134W,The jelly boat book,OL3735706A,2001.0,Heide P. Boyden
OL18632134W,The jelly boat book,OL3318779A,2001.0,Shanti Nelson
OL18641810W,Baking & pastry,OL6930630A,2009.0,Johnson & Wales University. College of Culinary Arts. Educational Task Force
OL18742158W,Favorite brand name baking,OL6822137A,2002.0,"Publications International, Ltd"
OL18785064W,ʻUgot be-regaʻ,OL6752548A,2006.0,Ḥanah Shaʼulov
OL1879401W,The queen of hearts,OL225005A,1995.0,Elizabeth Koda-Callan
OL18275364W,Farm journal's Country fair cookbook,OL1654980A,1984.0,Elise W. Manning
OL18151463W,Baking at home with the Culinary Institute of America,OL6840112A,2004.0,Culinary Institute of America
OL16031005W,Treasury of baking recipes,OL2727286A,1978.0,Better Homes and Gardens
OL15976957W,The bake-off,OL1393268A,2011.0,Beth Kendrick
OL15977077W,The Sono Baking Company cookbook,OL6953007A,2010.0,John Barricelli
OL15973748W,The complete Magnolia Bakery cookbook,OL1431232A,2009.0,Allysa Torey
OL15897215W,A cake for dinner,OL6928452A,2011.0,Sue Graves
OL15917576W,Anyone can bake,OL5425153A,2009.0,Jan Miller
OL16033390W,Barbara's birthday,OL2119338A,1946.0,Irma Simonton Black
OL16117531W,Quick and easy family baking,OL6836952A,2011.0,"Cookbook Resources, LLC"
OL16109802W,CHIC Baking - SET,OL216223A,2005.0,Jack E. Miller
OL16067944W,All about home baking,OL1816560A,1940.0,General Foods Corporation. Consumer Service Dept.
OL16219025W,200 cupcakes,OL589508A,2010.0,Joanna Farrow
OL16053194W,"250 breads, biscuits and rolls",OL1668262A,1969.0,Culinary Arts Institute.
OL16065957W,Baking with sourdough,OL233332A,1980.0,Sara Pitzer
OL16043136W,Home bakings,OL2727355A,1984.0,Carole Handslip
OL16043140W,Cookie creations,OL6806729A,1987.0,Miriam B. Loo
OL16014586W,The gingerbread bump-off,OL237029A,2011.0,L. J. Washburn
OL16178432W,English bread and yeast cookery,OL58678A,2010.0,Elizabeth David
OL16034114W,Birthday cakes for kids,OL6806729A,1986.0,Miriam B. Loo
OL15947825W,The bake-off,OL1393268A,2011.0,Beth Kendrick
OL16051329W,Betty Crocker's Bisquick cookbook,OL27838A,1971.0,Betty Crocker
OL16220892W,You learn to bake,OL7030552A,,University of Illinois (Urbana-Champaign campus). Extension Service in Agriculture and Home Economics
OL16240767W,The modern baker,OL404584A,2011.0,Nick Malgieri
OL16066938W,Over 300 delicious ways to use your Bundt brand fluted tube pans,OL6972508A,1973.0,Dorothy Dalquist
OL16139690W,Bread matters,OL3055451A,2009.0,Andrew Whitley
OL16179990W,ha-ʻUgot shel Pasḳal,OL4994711A,2011.0,Pascale Perez-Rubin
OL16263139W,Gottlieb's Bakery,OL6627191A,2012.0,Michael Gottlieb
OL16237990W,Richard Scarry's great big schoolhouse level 1,OL27669A,2011.0,Erica Farber
OL16296024W,Green market baking book,OL234708A,2010.0,Laura C. Martin
OL16249669W,The basic basics baking,OL44318A,2002.0,Marguerite Patten
OL16249732W,Marguerite Patten's successful baking,OL44318A,1984.0,Marguerite Patten
OL16306749W,The golden book of cookies,OL393239A,2009.0,Carla Bardi
OL16282631W,Sarabeth's bakery,OL7037307A,2010.0,Sarabeth Levine
OL16282681W,The saucy scoop on pizza,OL3879293A,2012.0,Catherine Ipcizade
OL16036941W,New cook book,OL2254837A,1956.0,Ann Pillsbury
OL16037376W,Bake-off,OL5013405A,1990.0,Pillsbury Company
OL16037674W,Bake it easy recipes,OL5013405A,1987.0,Pillsbury Company
OL16327048W,So quick with new Bisquick,OL7047481A,1967.0,"General Mill, Inc"
OL16342650W,From a southern oven,OL382871A,2012.0,Jean Anderson
OL16307015W,The golden book of baking,OL5136701A,2009.0,Rachel Lane
OL16307208W,Cake mix cooking for kids,OL1476384A,2011.0,Stephanie Ashcraft
OL16264135W,Maida Heatter's cakes,OL238716A,2011.0,Maida Heatter
OL16237977W,Richard Scarry's great big schoolhouse level 1,OL27669A,2011.0,Erica Farber
OL15537931W,Aunt Ant leaves through the leaves,OL576699A,2011.0,Nancy Coffelt
OL15701385W,Southern Living Big Book of Cupcakes,OL6892907A,2011.0,Jan Moon
OL15675917W,Learn to bake--you'll love it!,OL6875939A,1947.0,General Foods Corporation
OL15598463W,Buttercream Bump Off,OL6792676A,2010.0,Jenn McKinlay
OL15588377W,The children's baking book,OL6722310A,2009.0,Denise Smart
OL15473398W,The fearless baker,OL530170A,2011.0,Emily Luchetti
OL15746979W,Ruby's Cupcakes (Max and Ruby),OL4427001A,2011.0,Rosemary Wells
