author_id,name
OL2775852A,Mary Atkinson
OL7312569A,Jay Sanders
OL2884781A,Kraft General Foods
OL9138879A,Robin Hood Multifoods Inc
OL9201908A,Walter H. Chan
OL43348A,Nancy Parent
OL8887890A,Broon Maw
OL2800882A,Judith Rossell
OL7297546A,Jean Duane
OL6739101A,Peter E. Ellis
OL1841989A,Robert Declerck
OL8831322A,Tom Thie
OL8990803A,Henry Shun
OL3086628A,Yvan Huneault
OL8797401A,Nor Asiah Tajul Urus
OL8805319A,Sharon A. Kane
OL2953012A,Aaron Morgan
OL1521377A,Paige Gilchrist
OL29354A,Elizabeth Alston
OL8934822A,Frannie Babb
OL8677346A,"Leṿi, Daṿid (Chef)"
OL8641222A,Lee E. Cart
OL294014A,Paul Connelly
OL5816085A,Artun Ünsal
OL8103947A,Tessa Sam
OL5719055A,Jane Bull
OL2956989A,Susanna Tee
OL3545016A,Magnus Nilsson
OL7544688A,Brontë Aurell
OL8121099A,Nicole Rucker
OL9470415A,Good Housekeeping Institute Staff
OL9698531A,Love Productions
OL9494740A,Good Housekeeping Good Housekeeping Institute
OL1351380A,"Harris, H. G."
OL5966075A,Gail Herman
OL2402258A,Louis Weber
OL3079121A,Valerie Barrett
OL2461669A,Carol Tennant
OL2644475A,Lorraine Turner
OL11433740A,Love Food Editors Parragon Books
OL381973A,Marion Maxwell
OL2963883A,Linda Kaye
OL3054786A,Simon Holst
OL9879277A,Robert Merten
OL2631481A,Jennifer Lee
OL9528696A,Chef Zan
OL9528507A,Goodman Fielder
OL9707585A,Sarah Labensky
OL9714874A,Aggie Robertson
OL3762603A,Elizabeth Barbone
OL9727520A,Luis Troyano
OL3271749A,Andrew Webb
OL223002A,Arthur L. Meyer
OL6753838A,Tsiporah Ḳraizman
OL228873A,Jeanne Besser
OL890619A,Dr. Oetker (Firm)
OL228943A,Sheila Linderman
OL726788A,Paige Billin-Frye
OL6822395A,Jennifer Darling
OL6836952A,"Cookbook Resources, LLC"
OL7302617A,Kelly Light
OL2680945A,Linda S. Young
OL224407A,Leslie Glover Pendleton
OL1317333A,R. Schneeweiss
OL6569125A,Emīzu.
OL3002624A,Innovative Cooking Enterprises
OL2704372A,Samantha Brooke
OL7312753A,Marci Beighley
OL6459656A,Lauren Cecil
OL230880A,Maria Robbins
OL231945A,Linda West Eckhardt
OL2103691A,Gwen Marchant
OL231642A,Darra Goldstein
OL223599A,Toby Speed
OL5347134A,Paula Figoni
OL223063A,Lou Seibert Pappas
OL220384A,Elinor Klivans
OL770480A,Ann Amernick
OL6748308A,Isidora Popovic
OL227118A,Mary Ann Esposito
OL2492196A,Wendy Craig
OL6934506A,CQ Products (Firm)
OL8148364A,Old Farmer's Almanac Staff
OL3066375A,Andrew Cleary
OL7526645A,Sarah Owens
OL5168369A,Erin McKenna
OL2758883A,Nan Levinson
OL7282783A,Lily Vanilli 
OL7324308A,Callie Maritz
OL7309722A,Molly Bakes
OL2988150A,Daryl Stevenson
OL751252A,Lily Jones
OL6984241A,Beth M. Howard
OL7306184A,Alicia Bessette
OL7306275A,The Editors of Delish
OL2975042A,Catherine Best
OL5233777A,Judy Rosenberg
OL7072253A,Emmanuel Hadjiandreou
OL7301294A,Good Housekeeping Magazine
OL7334668A,Allegra Strategies
OL7079125A,Coco Simon
OL7235058A,Ruth Van Deman
OL7296433A,Yuki Sugiura
OL193372A,June Spencer
OL8043745A,Diane Harris
OL1476313A,Michelle Meadows
OL7277693A,Lan Wang
OL7151294A,Tina Bester
OL7107986A,Donna Diegel
OL2643736A,Good Housekeeping
OL7067985A,Rachel Schifter Thebault
OL6711046A,Sandra Lee
OL1396778A,Susan McQuillan
OL7068005A,Gretchen Holt Witt
OL7087296A,Rachel Quinlivan
OL6925983A,Peter Reinhart
OL19604A,George W. B. Shannon
OL222532A,Karen Wagner
OL2280486A,Duncan Hines (person)
OL3352884A,Laurie Goldrich Wolf
OL1437397A,Pam Abrams
OL36345A,Alice Alfonsi
OL219927A,Marie Simmons
OL21105A,Linda Dannenberg
OL325664A,Else Rønnevig
OL574820A,Ann Creber
OL1005606A,Veronika Müller
OL4783078A,Mechthild Piepenbrock
OL965517A,Roland Gööck
OL222894A,Susan Manlin Katzman
OL222896A,Jacqueline Bellefontaine
OL224041A,Polly Bannister
OL3735706A,Heide P. Boyden
OL3318779A,Shanti Nelson
OL6752548A,Ḥanah Shaʼulov
OL225005A,Elizabeth Koda-Callan
OL1393268A,Beth Kendrick
OL6953007A,John Barricelli
OL6928452A,Sue Graves
OL5425153A,Jan Miller
OL2119338A,Irma Simonton Black
OL216223A,Jack E. Miller
OL1816560A,General Foods Corporation. Consumer Service Dept.
OL233332A,Sara Pitzer
OL6806729A,Miriam B. Loo
OL7030552A,University of Illinois (Urbana-Champaign campus). Extension Service in Agriculture and Home Economics
OL6972508A,Dorothy Dalquist
OL3055451A,Andrew Whitley
OL6627191A,Michael Gottlieb
OL27669A,Erica Farber
OL234708A,Laura C. Martin
OL3879293A,Catherine Ipcizade
OL2254837A,Ann Pillsbury
OL7047481A,"General Mill, Inc"
OL382871A,Jean Anderson
OL5136701A,Rachel Lane
OL1476384A,Stephanie Ashcraft
OL6892907A,Jan Moon
OL530170A,Emily Luchetti
OL3138434A,Ryland Peters & Small
OL2868844A,Hearst Books International
OL723803A,Melissa Gray
OL6140182A,Aisha Alam
OL6198813A,Ernst John Pyler
OL22086A,George Edward Stanley
OL28897A,Gregg R. Gillespie
OL2833322A,Mary Cech
OL3629312A,A. J. Vander Voort
OL6827648A,"Shaw, O. M. Mrs"
OL20568A,Helen Ketteman
OL22867A,Alice K. Flanagan
OL137822A,"Hansen, H. P."
OL6251472A,P. L. Andrew
OL5899466A,Dzidra Zeberiņa
OL6463327A,Milena Habustová
OL123249A,United States. Federal Trade Commission.
OL6719075A,Richard Baxter
OL6618086A,Piper Davis
OL6618583A,André Delcart
OL6571612A,Lingxuan Pan
OL150375A,Georg Scheurel
OL6586592A,Yukiko Ōmori
OL6613290A,Sarah Levy
OL6626025A,Uğur Biryol
OL4790294A,Elizabeth Pomeroy
OL4759111A,Barbara Shillinglaw Briggs
OL4994741A,Raḥel Aharonovits
OL3808438A,Kate Shirazi
OL6934424A,Kelly E. Keough
OL6538625A,Robert L. Blakeslee
OL6940938A,Joy Wilson
OL171521A,United States. Bureau of Labor Statistics.
OL35307A,Elizabeth Partridge
OL23980A,Alexandra Stoddard
OL548401A,Darlene Kronschnabel
OL6841498A,Stefanie Sager
OL6846946A,C.A. Pillsbury and Company
OL3072477A,Cybele Pascal
OL6140026A,Times Publishing Company.
OL1302373A,Marion Rombauer Becker
OL7328575A,Editors of Cook's Country Magazine
OL3905398A,Julia Woolf
OL2789852A,Dave Myers         
OL7326835A,Sarah Amos
OL7068388A,Jessie Oleson
OL7317545A,Krisztina Maksa
OL7317644A,Deborah Ed. Smith
OL2624239A,Tana Ramsay
OL5974824A,Nancy Lambert
OL7341691A,Victoria Glass
OL18866A,Cindy Neuschwander
OL6503084A,Amy Clipston
OL7355686A,Anca Sandu
OL25652A,Beatrice A. Ojakangas
OL2857886A,Julia Aitken
OL3522922A,Carlynn Trout
OL2874437A,Maggie Barbieri
OL7419875A,Gregg R. Gillespie
OL6777535A,Betsy St. Amant
OL7422504A,Alison Thompson
OL7425761A,Mia Ohrn
OL1390423A,Stephanie Perry Moore
OL7405536A,Pauley Perrette
OL2787441A,Darren Greenblatt
OL7405537A,Matthew Sandusky
OL7417440A,"Walker, Rachel (Publisher)"
OL7532536A,Mark Bailey
OL7592566A,Yirong Li
OL7530640A,Amber Rose
OL7152340A,Libbie Summers
OL7544770A,Emily Von Euw
OL3245233A,Erez Komarovsky
OL2727834A,Tyler Florence
OL31068A,Hilaire Walden
OL6992031A,Karen Morgan
OL7318009A,Christine Leech
OL3018297A,Kiko Denzer
OL3018298A,Hannah Field
OL7594909A,Mi-ae
OL6758299A,Xinli Zhang
OL7594919A,Tomoko Kumazaki
OL4162000A,Ruihua Li
OL6566987A,Sŏng-sil Yi
OL6587661A,Yongling Qiu
OL7604658A,Catherine Bretherton
OL7544356A,Kristen Miglore
OL7544373A,"Noyes, Brian (Baker)"
OL7532597A,Nicole Maree
OL7532601A,"Wong, Shirley (Writer on bento cooking)"
OL402855A,Deanna F. Cook
OL7540457A,Beth Ricanati
OL7540471A,"Walsh, Alison (Food writer)"
OL7544825A,Magnus Nilsson
OL7536888A,Jinshan Guo
OL7536889A,Diying Tu
OL6562848A,Shuling Zhou
OL7406014A,Tomoko Morimoto
OL7537154A,Marit Hovland
OL4734104A,Dominique D'Ermo
OL4753014A,Sarah Kelly
OL4587501A,"Pillsbury Mills, Inc"
OL4434239A,Edmund Baron Bennion
OL4401936A,Mary Norwak
OL4418120A,Lisa Yam
OL5590925A,Noriko Takano
OL5096634A,Janet Stein
OL5091981A,Chihiro Nakagawa
OL5167049A,Board of Agriculture (Great Britain).
OL5027733A,Heyun Zhu
OL130535A,Bénigno Cacérès
OL5704301A,David Horspool
OL5326179A,Fleischmann Company.
OL125456A,Hans Deutsch-Renner
OL5391773A,Iain R. Munro
OL5517722A,Antoinette Hauri-Karrer
OL4880822A,Canada. Occupational and Career Information Branch.
OL4664497A,John J. Scialdone
OL4169200A,Anqi Wang
OL4136606A,Maru Botana
OL4165984A,Quan Chen
OL3970673A,Jean-Marie Viard
OL4169161A,Huiyi Lin
OL110929A,Nita Mehta
OL4518769A,"Continental Baking Corporation, New York."
OL4314253A,Inez Eckblad
OL5019227A,Gunki Noguchi
OL5113362A,Teresa Gordon
OL5093811A,Avigail Myzlik
OL5164632A,Emily Farris
OL6585663A,Huixue Gu
OL6585664A,Lijuan Du
OL6579259A,Qin Wei
OL6559310A,Miyako Moriyama
OL6559602A,Ziqiong.
OL6569846A,Shuzhu Lin
OL6576231A,Xingzhuang Pan
OL6577203A,Ferd A. Doll
OL5356295A,Royal Baking Powder Company
OL6547175A,Fran Stephens
OL6573395A,Zhaoqing Meng
OL6582992A,Jingfa Wu
OL6584232A,Yŏng-mo Kim
OL6584280A,Meizi Zeng
OL4589104A,James D Templin
OL4557635A,Martha Elizabeth Jooste
OL4557834A,Emagene Faye Elledge Veal
OL4964420A,Sarah O'Hara
OL4944097A,Marianne Gronwall Van der Tuuk
OL3980739A,Colombe Plante
OL4214108A,Monica Alvarez
OL156616A,Jules Gouffé
OL158544A,United States. Agricultural Research Service. Human Nutrition Research Division.
OL6550183A,Ward Bradshaw
OL6589753A,Zhimin Fang
OL6590198A,Peicun Xie
OL6563150A,Laura B. de Caraza Campos
OL6588214A,Zhaoshun Zhang
OL6569469A,Meizhu Wu
OL6558524A,Wakiko Satō
OL6569029A,Chunxiong You
OL6587666A,Kuanding Chen
OL22133A,Johanna Hurwitz
OL142452A,New Jersey. Division of Vocational Education.
OL6713010A,John Weild
OL153188A,Holger Jacob Rasmus Jørgensen
OL6788252A,Andrea Nguyen
OL7412314A,Maite Rodriguez Fischer
OL150847A,Aldo Palazzeschi
OL157262A,"General Mills, inc."
OL6208483A,Yijun Wu
OL127837A,Alice Easton
OL5686097A,Ernst John Pyler
OL5303451A,Egg-o Baking Powder Co.
OL5242795A,Emanuela Battaglia
OL233388A,Sarah Phillips
OL956937A,Tom Cooke
OL7489114A,Michael Kalanty
OL547691A,Susan M. McIntosh
OL231823A,James K. McNair
OL233132A,Barbara Grunes
OL244679A,Becky Johnson
OL2770345A,Quaker Kitchens
OL2770346A,Quaker Oat
OL7584058A,Kumiko Ebata
OL5657900A,Yanfeng Jiang
OL7586267A,Juanning Wu
OL7586283A,Rumi Kojima
OL7543443A,Lily Vanilli
OL6940821A,America's Test Kitchen (Firm)
OL7584292A,Sŏng-mi An
OL3133884A,Abigail R. Gehring
OL7519236A,Sébastien Boudet
OL7519238A,Lizzie Kamenetzky
OL7519239A,Allan Albert Teoh
OL7528129A,Jiahui Feng
OL391290A,Gale Gand
OL2675440A,Rick Tramonto
OL2727697A,Julia Moskin
OL7519593A,"Holland, Monica (Blogger)"
OL235578A,"Williams, Sam"
OL6592450A,Panny Lau
OL7517873A,Dujiaoxian@lansedamen
OL7522395A,Shengda Lü
OL6585809A,Takaaki Nishikawa
OL7588692A,Naoko Fukuoka
OL7588428A,Janet Briggs
OL7588794A,Jazz Domino Holly
OL7590835A,Reiko Sengoku
OL7590836A,Teiko Sengoku
OL7590837A,Kikujirō Yoshida
OL6587799A,Ningzi Shao
OL7589056A,Rika Fukuda
OL7591206A,Jianmei Huang
OL5741213A,Zhengzhong Xu
OL3778906A,Ilona Chovancova
OL7524682A,Sabadina
OL7518677A,Fumiyo Kawakami
OL236350A,Barry Bluestein
OL7534307A,Yukako Okamoto
OL5695816A,Defang Zhang
OL7534606A,Rochie Pinson
OL7542394A,Wenda Wu
OL7544060A,Kim Binczewski
OL3083601A,Zac Posen
OL7529916A,Tom Moorman
OL7536408A,Mingzhong Chen
OL7521488A,Mike Malbrough
OL7593959A,Yuemanxilou
OL7593982A,Koukou
OL7517947A,Weitai
OL7583596A,Yang tao wen hua (Firm)
OL7586285A,Junko Iida
OL7595073A,Gillian Reith
OL3826065A,Ming Guo
OL7595470A,Xuanfan Lin
OL7585390A,Wenxia Wang
OL7589911A,Haoshu Liu
OL240221A,"Bowers, David"
OL7585779A,Yasumasa Takagi
OL7585788A,Yingda Jiang
OL7585789A,Ke mai hong bei tuan dui
OL3486164A,Sachi
OL6953515A,Kumiko Ibaraki
OL7593798A,Heather Bertinetti
OL7593799A,Ashley McLaughlin
OL7593802A,Richard Miscovich
OL7518871A,Linh Trang
OL7601588A,Brian Emmett
OL3445947A,Allie
OL7598424A,Moonmoon
OL7518675A,Zifang Sha
OL7603798A,Editors of Food52
OL7052029A,Doron Petersan
OL7603934A,Hitomi Tsutsumi
OL226095A,Phyllis Pellman Good
OL7604027A,Kristine Samuell
OL3122005A,Beverly Lynn Bennett
OL7638196A,Margarita Manzke
OL7638197A,Betty Hallock
OL243534A,Lorraine Johnson-Coleman
OL243390A,Brenda Ellis Gibson
OL3097206A,Melissa Palmer
OL7614623A,Anna Olson
OL7606906A,Yutaka Hamada
OL6587566A,Masato Nagase
OL7606909A,Zhiliang Gong
OL7119159A,Luisa Weiss
OL7615108A,Christophe Adam
OL7615110A,Melissa Forti
OL7612508A,Zhiwei Pei
OL7544563A,Tasty
OL7635383A,Williams Sonoma Test Kitchen
OL1509975A,Julia Ponsonby
OL7119168A,Christine Moore
OL7600545A,Miwako Tsuchiya
OL7594921A,Katsuei Shiga
OL7600554A,Backe Akiko
OL7600555A,Tania Kadokura
OL7607369A,Janel Gradowski
OL7607437A,Akiko Kaji
OL7606271A,Weldon Owen Inc
OL7532214A,Xiaopei Yang
OL6580252A,Mingli Chen
OL7605428A,Weizhen Xie
OL7605430A,Itarunrun
OL7573198A,"Patricia ""Sister"" Schubert Barnes"
OL7598921A,Melissa Richardson
OL7586839A,Shiho Nakashima
OL6501403A,Madge Baird
OL7636790A,Marcella DiLonardo
OL7634443A,Jim Amaral
OL7634444A,Cynthia Finnemore Simonds
OL7589761A,Rika Sakamoto
OL7527206A,Shengyi Chen
OL6968675A,Chuck Williams
OL7529116A,Yamin Zhuang
OL7524666A,Huizhen Lu
OL2663256A,Christine Smith
OL7770241A,Jana Roerick
OL1517845A,Emma Dodd
OL51927A,Barbara Maher
OL7875430A,Jennifer McHenry
OL7925129A,Kevan Roberts
OL6588216A,Zhixiang Du
OL2671255A,Sarah Lynn
OL7587423A,Jinshu Yang
OL7587424A,Song Qu
OL1393695A,Donna Hay
OL2737358A,Mary Ellen Griffin
OL221080A,Lon Walters
OL6971337A,Standard Brands Incorporated
OL220144A,Jeanne Benedict
OL220344A,Art Ginsburg
OL3096622A,Trident Press International
OL3096627A,Beatriz Spinosa
OL3096623A,Aurora Giribaldi
OL609610A,AFL-CIO. Food and Allied Service Trades Dept.
OL953483A,Editors of Cy DeCosse Incorporated
OL1436279A,Cath Kidston
OL8102224A,Anna Burges-Lumsden
OL7484653A,Jill Snider
OL8097694A,Meredith Dees
OL8078708A,Kari Finngaard
OL7528810A,Pen Vogler
OL8115253A,Adam Leonti
OL7590447A,Katie Parla
OL5144856A,Marc Vetri
OL8134330A,Zhanna Di͡atlova
OL155589A,James Morton
OL8065262A,"Geri LoBiondo-Wood, PhD, RN, FAAN, Judith Haber, PhD, RN, FAAN, Cherylyn Cameron, RN, PhD and Mina Singh, RN, PhD"
OL2910533A,Christine Taylor
OL7636009A,Mary Berry
OL8124734A,Kim-Joy
OL7615028A,Alma Obregón
OL5497876A,Victoria Hall
OL8094968A,Suzy Pelta
OL8099602A,Redpath Sugar Ltd.
OL8155076A,Rick Grains
OL8111131A,"Wright, Amanda (Home economist)"
OL3810025A,Allyson Gofton
OL8118082A,"Mitchell, Cathy (Home cook)"
OL8102519A,Tamara Milstein-Newing
OL4846705A,Sue Lawrence
OL7234518A,Kate Pankhurst
OL1447457A,Camille Le Foll
OL7298604A,Merryn Threadgould
OL247691A,Rita DePuydt
OL3109764A,Joanna Saltz
OL39262A,Prue Leith
OL7651646A,the Bake Off Team
OL6578394A,Fuchun Chen
OL7770105A,Nick Makrides
OL7044869A,Christina Tosi
OL7237153A,United States. Department of Agriculture. States Relations Service
OL7337320A,Victoria Glass
OL7296346A,Hannah Read-Baldrey
OL7959401A,Tiffany Dahle
OL2954339A,Richard Burr
OL1250630A,Val Collins
OL502879A,Mary Cadogan
OL8035354A,Good Food Guides Staff
OL8030771A,Australian Women's Weekly Staff
OL7968659A,PhotoCusine UK (Firm)
OL7974159A,Cat Emslie
OL1513435A,Wendy Sweetser
OL7600791A,Rachel Allen
OL7840684A,Claire Sandy
OL244325A,Susan F. Tierno
OL243470A,Tina Vilicich-Solomon
OL3005489A,Marlene Wyatt
OL3005490A,Syble Whitlock
OL3005491A,Mona Elliott
OL3005492A,Pauline Dillard
OL775317A,Geraldene Holt
OL662397A,Deborah Gray
OL19546A,Jane Bull
OL7778234A,Cat Food Cakes
OL7761717A,Jean Blacklock
OL7758250A,Sosland Companies
OL2955402A,Jeffrey Larsen
OL241993A,Denise Lewis Patrick
OL7643332A,Frederic Anton
OL7643333A,Christelle Brua
OL7643619A,Daniela Lais
OL7643620A,Jerome Eckmeier
OL7408159A,Love Food Editors
OL7460780A,P3 Publishing
OL7637810A,America's Test Kitchen Kids
OL3432832A,Bounty Books
OL7499256A,David Muniz
OL7499257A,David Lesniak
OL7499323A,Robert Landolphi
OL6967977A,Oxmoor House
OL7597106A,Lucy Wallrock
OL7597110A,Michele Chen Chock
OL5024523A,Johnny Iuzzini
OL7597303A,Sachiko Ōta
OL7597322A,Xavier Barriga
OL6580645A,Zhezhang Lin
OL3779142A,Grace Cheetham
OL7348767A,Charlotte Druckman
OL3578725A,Stéphane Reynaud
OL7612117A,Baochun Wu
OL7532605A,Nadiya Hussain
OL7593035A,Xiaomei Lai
OL7608849A,Frédéric Anton
OL7528825A,Linda Lomelino
OL2908117A,Martha Stewart Living Omnimedia
OL3026331A,Irvin F. Lin
OL7612369A,Candace Nelson
OL7535030A,Yael Reuveny
OL2721991A,James Dean
OL3086180A,Pascal Rigo
OL7524687A,Fumiko Yoshikawa
OL3086213A,Davide Calì
OL6835832A,Gabriel Gaté
OL7445411A,Elizabeth Berg
OL7303628A,Gizzi Erskine
OL7524877A,Tanya Burr
OL2908137A,Editors of Southern Living
OL7607748A,Raphael Gomes
OL3038502A,Linda J. Amendt
OL8055932A,America's Test Kitchen Staff
OL7595233A,Russell Van Kraayenburg
OL7596963A,Darlene Beck Jacobson
OL8082620A,Better Homes and Gardens Staff
OL2747449A,Nancy Cain
OL7598045A,Catherine Ruehle
OL6501339A,Adrienne Kane
OL7415613A,Dominique Roques
OL6562911A,Juanjuan Hu
OL768011A,Karen Barss
OL7596178A,Mia Öhrn
OL7300363A,Lucy Cufflin
OL7602606A,Anne Shooter
OL7307565A,Georgia Ball
OL6901878A,Reader's Digest Association
OL7598633A,Leah Brooks
OL7598649A,Tabitha Alterman
OL7592998A,Kyra Bussanich
OL7586708A,Kazuya Ogiyama
OL5751134A,Dequan Li
OL6562439A,Aiqing Lian
OL527528A,Andy King
OL6881345A,Houghton Mifflin Harcourt Publishing Company
OL7593410A,Rosie Daykin
OL7587604A,Yuling Hu
OL7589569A,Zhitian Chen
OL7615629A,Jessica Reed
OL1467252A,"Li, Guoxiong"
OL7615916A,Anshi Tian
OL7615919A,Wang Anqi
OL7616032A,Aurora Cacciapuoti
OL4153176A,Xiaoyi Chen
OL7533951A,Kōji Takeya
OL7541322A,Andy Devonshire
OL5616511A,Hernán Rodríguez
OL1241385A,Carla Kelly
OL6822456A,Rebecca Miller Ffrench
OL7592099A,Yuanming Zhang
OL108585A,Antony Wild
OL552693A,Lee Scott
OL9683853A,Modern Curriculum PRESS
OL9262703A,Jessie Oleson Moore
OL7544641A,Virginia Loh-Hagan
OL7332802A,Emily Rose
OL10526369A,Sebastien Rouxel
OL10517930A,Catherine Speedie
OL11778201A,Sarah Clayborne
OL3270597A,Jennifer Mattson
OL590894A,Lucia Monfried
OL63505A,Dawn Martin
OL2943516A,Donna Kelly
OL2833128A,Lisa Weiss
OL8115999A,Emily Luchetti
OL3593524A,Joe B. Hall
OL11772745A,Elaine Sullivan
OL11693104A,Peter Cailler Kohler Swiss Chocolate Company
OL575540A,Steffi Berne
OL12425147A,Denise O'Callaghan
OL10261414A,DK
OL3484666A,S. McConnell
OL542337A,"Rosenberg, Judy"
OL12100439A,Phōteinē Euangelatou
OL12076837A,Friedrich Heinrich Reichert
OL12048372A,Wells & Co Floyd
OL12067147A,Ruth Washburn Jordan
OL7289686A,United States. Agricultural Research Service. Household Economics Research Branch
OL1234466A,Dave Maynard
OL12100815A,Helenē Mosphilē-Loizou
OL976184A,Herman Hueg
OL12090486A,Reliable Flour Company
OL12158455A,Oskar Rhiner
OL2355327A,Scholastic
OL10829951A,Favorite Brand Name Recipes Publications International Ltd.
OL555488A,Tamara Holt
OL12297075A,Maria DeRosa
OL13547194A,Helen Jerome
OL12578568A,Hilde Brepoels
OL752250A,Johan Valcke
OL10693054A,Francesca Zampollo
OL582352A,Joseph E. Orsini
OL840355A,Daniel Leader
OL3685810A,Michelle Brewster
OL387243A,Patricia Lousada
OL8105435A,The Williams-Sonoma The Williams-Sonoma Test Kitchen
OL2790654A,Mattel
OL2805556A,Emma Carlson Berne
OL9978005A,Diresta
OL3851530A,Foran
OL4601605A,Ken Haedrich
OL9956601A,Miriam Pascal
OL2926455A,Whitecap Books
OL384889A,Carol Field
OL413212A,Barbara Kanerva Kyte
OL1660580A,Katherine Hayes Greenberg
OL2830507A,Joanna Lorenz
OL2727499A,Justine Harding
OL9915629A,Jan Hutchison
OL7615134A,Ivy Contract
OL8468063A,Chronicle Chronicle Books
OL5280362A,Edward Gee
OL7332394A,Tamara Jane
OL10826936A,Anon
OL1219903A,Josephine Bacon - undifferentiated
OL7304572A,Lisa Greathouse
OL2727218A,Mitzie Wilson
OL9308618A,Erin Bolger
OL346122A,Michaela Muntean
OL9416659A,Mussgiller-Mangels Company
OL593651A,Susan Akass
OL7299496A,Helen Nathan
OL8600331A,Stanley Cauvain
OL31699A,Michael Lawrence
OL8103973A,Alice Oehr
OL389208A,Carrie Davis
OL7720592A,Trine Hahnemann
OL8111609A,Columbus Leth
OL389038A,Diane Phillips
OL3434687A,Chicago Tribune Staff
OL389929A,Mary Wachtel Mauksch
OL390727A,Stephanie Greenleigh
OL389828A,Alexandra Whitney
OL391986A,Anke Kranendonk
OL3102544A,Karen Morgan
OL10002940A,Knoxy Knox
OL3015104A,Whitecap Books Staff
OL2838020A,Helen Aitken
OL33010A,Jill Murphy
OL3740353A,Lynn Lewis
OL9101247A,David Oakenfull
OL9095103A,Bridgewater Book Company Ltd
OL2150978A,Sainsbury's (Firm)
OL3002716A,Sheryn R. Jones
OL3039123A,Judith Fertig
OL5863911A,Jianwei Li
OL9090203A,Barbara Stavetski
OL3054794A,Robyn Martin
OL9137588A,Lara Hernández
OL2830565A,Maggie Mayhew
OL9125993A,Louise Fulton-Keats
OL223468A,Kathryn Hawkins
OL1392056A,Kathleen Collins
OL839323A,Richard Whittington
OL9129844A,Kathrin Goldman
OL243997A,Jane Asher
OL982161A,Margaret Barca
OL9088438A,Comic Relief (Organization)
OL390819A,Nancy Fox
OL3932837A,Kim Rowney
OL10138684A,Chrita Paulin
OL2728576A,Weight Watchers International
OL7345819A,Julie Languille
OL10145118A,Julia Vradelis
OL7810716A,Gail Sher
OL9347671A,Madame Labriski
OL395641A,Judy Bastyra
OL7174417A,Orianne Lallemand
OL7340528A,Keiko Ishida
OL832636A,Mary Ann Wenniger
OL3120034A,Mace Wenniger
OL7572417A,Taste of Home Taste of Home
OL7304261A,Diana Peacock
OL4880952A,United States. War Shipping Administration
OL4765024A,Robert P. Winston
OL988903A,Ruth H. Matthews
OL3601534A,Inc General Mills
OL3511299A,Photographs by Chris Alack
OL4172966A,Periplus Editions Staff
OL3947663A,Summersdale
OL7487263A,Igloo
OL9311489A,Kiki Bee
OL9924203A,Letty Flatt
OL2727666A,Martha Stewart Living Magazine
OL7921654A,Susana Tornero Brugués
OL383989A,George Greenstein
OL9894713A,"Kamile Tek, Recep; Cakmak, Serkan; Ötkür, Zulhayat; Serbest"
OL384587A,Ferida Wolff
OL7588668A,Đình Bình
OL2458661A,Patricia Kendall
OL6789736A,Gill Holcombe
OL8175827A,Editors at Editors at Taste of Home
OL8292096A,Deanna F. Cook
OL2432675A,Siebel Institute of Technology.
OL2464462A,Adrienne Berofsky
OL2687968A,Peter Sloan
OL1393661A,Pamela S. Price
OL1960858A,Karen Kelly
OL2021802A,Rigmor Bagger
OL1964894A,Sylvia M. Jenkins
OL1740119A,Helga Ganzow
OL1971598A,Cordon Bleu Cookery School.
OL2000201A,Faridah binti Talib.
OL1963948A,Abbie C. Ratledge
OL1886468A,Fred Binder
OL1941939A,H. Freyberg
OL1873311A,Harry Brown
OL1819650A,Martha Day
OL1866553A,Mary Moon Hemingway
OL1892722A,Evy Jacobson
OL1910699A,Charles Schafer
OL1929225A,Hanna Enderlein
OL1920339A,Bengt Otterström
OL1680993A,Jean Pierre Anderegg
OL1659935A,Mala Young
OL1727476A,Armin Hirsekorn
OL1604641A,Alton Brown
OL2084687A,"Leonardi, Francesco chef."
OL2146618A,Sandra Sandler
OL2114808A,Marcela Trigo de Illanes
OL2287946A,K. Kh Vidanov
OL2220461A,Eugen Fritsch
OL61697A,C. M. Millen
OL2306550A,Calumet Baking Powder Company.
OL1875090A,Fritze Juel
OL1844248A,Juho Vilho Itkonen
OL1857994A,Hannah Lyons Johnson
OL1872621A,Jane Green
OL1825429A,Cecilia H. Hinde
OL1879395A,Erna Duruz-Nietlispach
OL2738875A,Nicole Rees
OL2760922A,Christine Ingram
OL2760924A,anna koska
OL2750980A,Hilary Walden
OL2763381A,Country Living Magazine
OL2747124A,Liz Martin
OL2737063A,The Culinary Institute of America
OL2733887A,Sherry Yard
OL2654570A,Nancy Johnson
OL2717199A,Victoria L. Cooksey
OL2691254A,Family Circle Books
OL2310797A,Fisher Flouring Mills Company.
OL2345359A,Mary Hunt
OL2275169A,American Society of Bakery Engineers.
OL2370716A,Portland Public Schools (Or.). Division of vocational education.
OL2336265A,William E. Broeg
OL2377109A,John Ansel Anderson
OL1432084A,"Cohen, Elaine."
OL2980245A,John Whitman
OL1463388A,Laurel A. Wicks
OL1472357A,Gudrun Ulltveit
OL1394853A,Sue Graves
OL1457563A,Rita Holmberg
OL1444289A,Esther Brody
OL1444578A,Jill Snider
OL1542241A,Biddy White Lennon
OL1480130A,Kristen Joyal
OL1529352A,Sue Zydenbos
OL1520683A,Holly Bower
OL6873636A,Monica Musetti-Carlin
OL1395110A,Nancy J. Parra
